Grids Melon Puzzle Sudoku

Caso deseje adicionar mais slots ou modificar estes,
basta adicioná-los ao fim do arquivo.

Obs: É preciso manter a mesma formatação!!
Obs: Apenas o slot 1 representa o verdadeiro Melon Puzzle Sudoku!
Outros slots podem não ter solução.

Slot 1
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 1, 0, 0, 0, 0, 0, 0, 0,
,0, 1, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 0, 1, 1, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 4, 4, 0, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 4, 0,
,0, 0, 0, 0, 0, 0, 0, 4, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,

Slot 2
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 4, 0, 0, 0, 0, 0, 0, 0,
,0, 4, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 0, 1, 1, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 1, 1, 0, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 4, 0,
,0, 0, 0, 0, 0, 0, 0, 4, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,

Slot 3
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 1, 0, 0, 0, 0, 0, 0, 0,
,0, 1, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 0, 4, 4, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 4, 4, 0, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 1, 0,
,0, 0, 0, 0, 0, 0, 0, 1, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,

Slot 4
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 1, 0, 0, 0, 0, 0, 0, 0,
,0, 1, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 0, 4, 4, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 1, 1, 0, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 4, 0,
,0, 0, 0, 0, 0, 0, 0, 4, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,

Slot 5
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 4, 0, 0, 0, 0, 0, 0, 0,
,0, 4, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 0, 1, 1, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,
,0, 0, 0, 4, 4, 0, 0, 0, 0,
,0, 0, 0, 0, 0, 0, 0, 1, 0,
,0, 0, 0, 0, 0, 0, 0, 1, 0,
,0, 0, 0, 0, 0, 0, 0, 0, 0,

